id	dist_bin_0	dist_bin_1	dist_multi_0	dist_multi_1	dist_multi_2	dist_multi_3	dist_multi_4
fb5a2b98d51e0aa82c9273fbbc4bd2af	0.0	1.0	0.0	0.0	0.4	0.4	0.2
dc1f786ed9672b31fab2f8d9fac0c07c	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a86603c373530bf06c93bd377fed517b	1.0	0.0	1.0	0.0	0.0	0.0	0.0
6a6e7894c5ffef1e7f569e259900cd56	0.8	0.2	0.8	0.0	0.2	0.0	0.0
adc8abc3a8b31e24a50175fe76fe8851	1.0	0.0	1.0	0.0	0.0	0.0	0.0
4bbc86349aeaa6ec19003528faa58fbe	1.0	0.0	1.0	0.0	0.0	0.0	0.0
d840ed3355c18dad2a4adfe1f517cf08	0.6	0.4	0.6	0.2	0.2	0.0	0.0
03740f051896b0877854c37384b39927	1.0	0.0	1.0	0.0	0.0	0.0	0.0
09838b7a65ad3f52ba18267562394f0c	1.0	0.0	1.0	0.0	0.0	0.0	0.0
d5ebb8bad3705c93f1d1454b13bbc12d	0.4	0.6	0.4	0.0	0.4	0.0	0.2
efc98e30f51e05b2d7dd044f20ff9863	0.8	0.2	0.8	0.0	0.2	0.0	0.0
e1d91b3daef9937785e63b61786e2c2f	0.0	1.0	0.0	0.0	0.2	0.4	0.4
613bf629ce723b595983210aad7dacc6	0.8	0.2	0.8	0.0	0.0	0.0	0.2
0793b3068e75b1cb54b67e5cda650459	1.0	0.0	1.0	0.0	0.0	0.0	0.0
b4648ff2afa3a71e70e99ae288c93e5f	0.0	1.0	0.0	0.0	0.0	0.4	0.6
e82c04fdd986cda5cd2826a81e0c9f7f	0.6	0.4	0.6	0.4	0.0	0.0	0.0
640a999e5e95fa9dc773163f27bfe875	1.0	0.0	1.0	0.0	0.0	0.0	0.0
0359e8a5d3aa987543c4b454d9483357	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7ec8df7f5564fe08da424609f6538573	0.0	1.0	0.0	0.0	0.0	0.4	0.6
a1f09ae3e9532b81961245e44cc81753	0.0	1.0	0.0	0.0	0.0	0.0	1.0
54b874debf2947c1e8eede2780cb5b99	0.4	0.6	0.4	0.0	0.2	0.0	0.4
23727a0f03dba6c92395dc3dcec2bf10	0.0	1.0	0.0	0.0	0.2	0.4	0.4
6f7fb71e71a681ec121106b09b4c3327	0.8	0.2	0.8	0.2	0.0	0.0	0.0
bb14074a708282f940c279f18901523f	0.0	1.0	0.0	0.0	0.0	0.0	1.0
1cb33025c59084be01e10e74b82a5d23	0.4	0.6	0.4	0.4	0.2	0.0	0.0
005641ca7a60024bbb72f6c8ab12c0b4	1.0	0.0	1.0	0.0	0.0	0.0	0.0
baaa4dbf25ad67ca88a9cb13be25e356	1.0	0.0	1.0	0.0	0.0	0.0	0.0
bd7703b44e8322ada432e3888bcd0694	1.0	0.0	1.0	0.0	0.0	0.0	0.0
413665aac41583f90faee9c528a78a7c	0.0	1.0	0.0	0.0	0.0	0.4	0.6
ccd9a3dbefc985a5cfaf756d085876d7	1.0	0.0	1.0	0.0	0.0	0.0	0.0
d6680282cfe065ca559ff0c709e45a04	0.0	1.0	0.0	0.0	0.6	0.2	0.2
ddbcfc2ddfb204913ee3ffacd60bb099	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7d90a89aede36494d135e33c0f86d605	0.0	1.0	0.0	0.4	0.4	0.2	0.0
975d9b704153e8caf1baf1817c1c720d	0.0	1.0	0.0	0.0	0.0	0.2	0.8
20293a5c3e4d8a85b9db44ca298e6764	0.8	0.2	0.8	0.0	0.2	0.0	0.0
f61930754dac35ce8a2d1933adffddfa	0.0	1.0	0.0	0.0	0.0	0.2	0.8
d3908d49233ef7851b0c7336d95404dc	0.8	0.2	0.8	0.0	0.0	0.0	0.2
6eb8053685235e1011eb9156978b154f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9ebefe8cb27040105f3593f788b68797	0.2	0.8	0.2	0.0	0.0	0.0	0.8
566435fd06f23b6c7fd1d775d89cf098	0.0	1.0	0.0	0.2	0.0	0.4	0.4
553f6f6401bc9d46a1cb0ec1e7557093	1.0	0.0	1.0	0.0	0.0	0.0	0.0
3e1ef275070f11992ef43c3af73bebc8	0.0	1.0	0.0	0.4	0.4	0.0	0.2
1480580ba633f339cf2bed3cf51a6228	0.0	1.0	0.0	0.0	1.0	0.0	0.0
8196fa7e8f5458ab5f796f9ab1d2e35e	0.0	1.0	0.0	0.0	0.0	0.0	1.0
a77ba911749dcddf9e829b6109ec6659	0.2	0.8	0.2	0.4	0.2	0.0	0.2
11e575e12f717744e5ff61fa5e86bfc2	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ff938b4061e6321906ce9ee649ed1bbe	1.0	0.0	1.0	0.0	0.0	0.0	0.0
cb084b0779fa73ad550eb528d46443c6	1.0	0.0	1.0	0.0	0.0	0.0	0.0
63514262f8a18a45878bb4d47144d769	0.0	1.0	0.0	0.8	0.2	0.0	0.0
468f54ede883b9c0c0b154f1c4095813	1.0	0.0	1.0	0.0	0.0	0.0	0.0
3e3272d41afc08b86cc38e0490030168	0.8	0.2	0.8	0.0	0.2	0.0	0.0
70fed2fdd931923ccb8f29b9c9cf3b9c	1.0	0.0	1.0	0.0	0.0	0.0	0.0
02a9190d776d707026ca88cab45f1eaa	0.0	1.0	0.0	0.0	0.8	0.0	0.2
4736d78fb4c2ef863dc3ffc133f941cb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
dda15ab0bab9a6e5d950db75beac37d9	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ad714f3e0891005f5245414548bf0f9a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
56c57bb30185d275100bbb7b9d8814a2	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9cd3ad565cc533a11aa1daf09c77d8d8	0.0	1.0	0.0	0.0	0.6	0.4	0.0
eafed6b157a9a19a77e03a417d405aae	1.0	0.0	1.0	0.0	0.0	0.0	0.0
22fdbf915476286796aa1dc43260b5e8	1.0	0.0	1.0	0.0	0.0	0.0	0.0
b680d8311b2d9103ef774191d8db24cd	1.0	0.0	1.0	0.0	0.0	0.0	0.0
54cecb173208dde64990b7cd2c4fb13b	0.4	0.6	0.4	0.2	0.2	0.0	0.2
ae1f7704e4caf8aa122d6f7a95417a39	0.0	1.0	0.0	0.0	0.4	0.4	0.2
ec048b0991eda0d72616d3c3dfafe6a3	0.0	1.0	0.0	0.4	0.2	0.2	0.2
efd12c1157a6b9b6607739a4c0fd4792	0.0	1.0	0.0	0.0	0.0	0.2	0.8
d6cfc1acab8e5fceb8765425dc23c3d0	0.0	1.0	0.0	0.8	0.2	0.0	0.0
71fd1812c6650ec05c0cbac288f1d3f2	0.2	0.8	0.2	0.2	0.4	0.0	0.2
deed09cf2793e8b93a1ab23399218bdd	1.0	0.0	1.0	0.0	0.0	0.0	0.0
10239f5922726a0d6ed09d768f92208e	0.0	1.0	0.0	0.0	0.4	0.2	0.4
f7fd1388badd1b017f0e56537d7e53ad	0.0	1.0	0.0	0.4	0.4	0.0	0.2
903756077b75a4077712f1c6e91e109a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
4c0d1945ca77982cf1651fab40615fa7	1.0	0.0	1.0	0.0	0.0	0.0	0.0
76cc73fcef1e400ee755bc35f9983dcd	0.8	0.2	0.8	0.0	0.2	0.0	0.0
0f905af871ea85e4f166d4f8558aabec	0.8	0.2	0.8	0.0	0.0	0.0	0.2
fb0b5a8efe02cb1da3a76a288b1e4138	1.0	0.0	1.0	0.0	0.0	0.0	0.0
84ffbc7e23da6908743d8d62ff85e7d0	0.2	0.8	0.2	0.0	0.0	0.0	0.8
b8606525fd5949b1a648502a9324787e	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7cd99514d25a5c55be3107eed13e420d	0.0	1.0	0.0	0.0	0.0	0.2	0.8
7f47ca67ccee90f0f8c5b48cb73234c0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
667e0c6d9778ac14d93a4960e55affbc	0.0	1.0	0.0	0.0	0.0	0.0	1.0
bb875984ac1a9c950f3d3143c58726fb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9ac5b692398b585f00aef565e23ef157	1.0	0.0	1.0	0.0	0.0	0.0	0.0
dcabd3c9053590e9af07535f5d960e8f	0.4	0.6	0.4	0.2	0.4	0.0	0.0
bbb15fc9104ef41fe95a0aabf1746af6	1.0	0.0	1.0	0.0	0.0	0.0	0.0
efda2ab08b340272ce8ba491a44360bc	1.0	0.0	1.0	0.0	0.0	0.0	0.0
715081869de32fbba515761ae38e779c	1.0	0.0	1.0	0.0	0.0	0.0	0.0
6db4af04ea31b0779e1c4e0bf49a33cb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
6c2abc3e68f08db7e271c9b9874f9363	0.0	1.0	0.0	0.2	0.2	0.4	0.2
d9d381fa348599f421db486450279481	1.0	0.0	1.0	0.0	0.0	0.0	0.0
581166d4396a4718be9afcd324c58463	1.0	0.0	1.0	0.0	0.0	0.0	0.0
c632f2da807418193080b614cc75d8fd	0.0	1.0	0.0	0.0	0.0	0.2	0.8
4088e45f4c252c5b01a1ba81c77453da	1.0	0.0	1.0	0.0	0.0	0.0	0.0
fc845ccf0fd571dd3c8412ac4eda49de	0.0	1.0	0.0	0.0	0.0	0.6	0.4
d61e4b3bde50ec9f6f06bd969f950a11	1.0	0.0	1.0	0.0	0.0	0.0	0.0
8a8666d69a943c2979729b352936859a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
c5e4c0500b6e1bcf1025b6c8c9d0d658	1.0	0.0	1.0	0.0	0.0	0.0	0.0
fe01aef6230cc99a10dd11f1460c2378	0.8	0.2	0.8	0.2	0.0	0.0	0.0
e1487c0ed0f988872449c057133a99a8	0.0	1.0	0.0	0.2	0.8	0.0	0.0
3612655e0c7946959594aef6e065fd97	1.0	0.0	1.0	0.0	0.0	0.0	0.0
4c3edd27534447080cbd66b1b2179abc	1.0	0.0	1.0	0.0	0.0	0.0	0.0
465e6012f28b0e921fb16d0d32e1366e	1.0	0.0	1.0	0.0	0.0	0.0	0.0
78b4db8d39d4d15c5c56a1d2593a7a13	0.6	0.4	0.6	0.2	0.0	0.2	0.0
0a530f07aae8652bfb03e42213e80c62	0.2	0.8	0.2	0.0	0.2	0.4	0.2
494781d05f6c2bedd9d3a8638d058e48	1.0	0.0	1.0	0.0	0.0	0.0	0.0
72c6664103f42e08892dbd3aab290987	1.0	0.0	1.0	0.0	0.0	0.0	0.0
79de1fb218f8335f9d8912fc71b622b1	1.0	0.0	1.0	0.0	0.0	0.0	0.0
b055bef9dc92498edfbaf6bae8d77a17	0.4	0.6	0.4	0.6	0.0	0.0	0.0
dced80a421ef283f414dad240b236193	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a034c1cc4a08f03fc8a0397ed87b5bfa	1.0	0.0	1.0	0.0	0.0	0.0	0.0
0c8b3a565109b83694a05467273733de	0.0	1.0	0.0	0.0	0.0	0.0	1.0
a624ac5cad7c6a213645123d390c5f9b	0.2	0.8	0.2	0.2	0.2	0.0	0.4
83a2fb1a70b345ad7a33852740ea63c1	0.0	1.0	0.0	0.8	0.2	0.0	0.0
814a14495878a28921f3be7dafc93589	0.8	0.2	0.8	0.2	0.0	0.0	0.0
cb8288fd4a89f4fc766a8e5981cb2aec	1.0	0.0	1.0	0.0	0.0	0.0	0.0
72d1bc90ebb5de5b42ea66ecd2a9c839	0.6	0.4	0.6	0.2	0.0	0.2	0.0
3fefb6a589e7cae847831a5ee8261ac1	0.0	1.0	0.0	0.0	0.6	0.4	0.0
f13daa66a6799c76db63ef5b439b5769	0.2	0.8	0.2	0.0	0.2	0.2	0.4
ac80a76080d7acb867b5135f62a1f9ce	0.4	0.6	0.4	0.0	0.0	0.0	0.6
5f72b9149b593d4ef1c848296810b09f	0.0	1.0	0.0	0.0	0.6	0.4	0.0
c07005cd520eb4a248afcd70068f555d	0.8	0.2	0.8	0.0	0.2	0.0	0.0
92a8401b081cba29c2f820c666ff536f	0.0	1.0	0.0	0.0	0.0	0.0	1.0
d1035e8062facfb8184422d3501bc144	0.8	0.2	0.8	0.0	0.2	0.0	0.0
ff7cdc5aa4eb0d0ca4572103cf88d730	0.6	0.4	0.6	0.0	0.0	0.0	0.4
f7ce63b8b285b3540b1323e86ab70c41	0.4	0.6	0.4	0.0	0.0	0.0	0.6
727ae5a5f0282de5ab70ac0c5e92c470	0.0	1.0	0.0	0.0	0.0	0.0	1.0
061f60de02566c62f59136fdfa304a70	0.0	1.0	0.0	0.0	0.2	0.6	0.2
6c4b1d4774963a4e1e9603238752a58d	1.0	0.0	1.0	0.0	0.0	0.0	0.0
1ae873f7517838d4fcaaa5eb7631267e	0.2	0.8	0.2	0.2	0.4	0.0	0.2
e42fae6b7b8da64f04c8175a15a1c7c3	1.0	0.0	1.0	0.0	0.0	0.0	0.0
f554c21858a62428b7815898fd7ee2cc	0.4	0.6	0.4	0.0	0.0	0.0	0.6
efb31d30559ffdc8408b7367bd7778c2	0.6	0.4	0.6	0.0	0.0	0.0	0.4
2866f74b27251b18afc568d094bf6477	0.4	0.6	0.4	0.4	0.2	0.0	0.0
bebcbe8a898117cadc6b3cdb779e0092	1.0	0.0	1.0	0.0	0.0	0.0	0.0
84228e70de0dced00a6fd13b4d6434de	0.6	0.4	0.6	0.0	0.0	0.0	0.4
0357fb7389603351c514d9af9c847a8d	1.0	0.0	1.0	0.0	0.0	0.0	0.0
29c274901f876793a2f7c494d49b7317	0.2	0.8	0.2	0.4	0.0	0.2	0.2
e1736644d48baedb5d9f7463d0f65a4b	1.0	0.0	1.0	0.0	0.0	0.0	0.0
addd66227203aacf9c65872aa1f4667c	1.0	0.0	1.0	0.0	0.0	0.0	0.0
cd7e9394ab4080299567f8df859fb098	0.6	0.4	0.6	0.2	0.2	0.0	0.0
1cfa357ace91c1a13a9e401a64fd76ca	1.0	0.0	1.0	0.0	0.0	0.0	0.0
183388c9b3a253abcb0f188867972c7d	0.6	0.4	0.6	0.0	0.0	0.2	0.2
682c28803b8f5ba741519fe9991c07fe	1.0	0.0	1.0	0.0	0.0	0.0	0.0
d5a8cf219b1c7ffe86c57dae75d98566	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9cb17ab630bed8eee54294e0b051e825	1.0	0.0	1.0	0.0	0.0	0.0	0.0
35c04f215b19bfd9381cea75afaf734b	1.0	0.0	1.0	0.0	0.0	0.0	0.0
1fe89ab06f3a0eedcdd95e6cfd4e1a36	0.0	1.0	0.0	0.0	0.4	0.2	0.4
6c9b46aafe3cc91b62fc39fce452e715	0.0	1.0	0.0	0.0	0.0	0.2	0.8
a8299c74afa6d1827eac5dd562b92c02	0.8	0.2	0.8	0.0	0.2	0.0	0.0
353b91c4c50b52159deff8739db90c3a	0.0	1.0	0.0	0.2	0.2	0.2	0.4
59e310900845bfdc8e678bce6867bebb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7ab4f8896cbd00cf8aad805ddcdee82b	1.0	0.0	1.0	0.0	0.0	0.0	0.0
cc7c86f697033f06d11954ba7c444eb6	1.0	0.0	1.0	0.0	0.0	0.0	0.0
5f705b008ffe0a89dd140a57289348d7	1.0	0.0	1.0	0.0	0.0	0.0	0.0
8f13cfb56815c69effff3380f5e93fc1	1.0	0.0	1.0	0.0	0.0	0.0	0.0
b3b5f5dad05f24b39dfa7063b7f61cac	0.0	1.0	0.0	0.0	0.0	0.0	1.0
08305b3f10fa321edae9f56949b10d5e	0.0	1.0	0.0	0.0	0.0	0.0	1.0
da547540342b355007363b8d1124a194	1.0	0.0	1.0	0.0	0.0	0.0	0.0
a5e7599255402359d211f215910b86a9	0.0	1.0	0.0	0.0	0.0	0.0	1.0
08db397a05e1164b6115ccb613c9fe18	0.6	0.4	0.6	0.4	0.0	0.0	0.0
fcc7e79adc95e5c4766c81d8b25af4b2	0.0	1.0	0.0	0.0	0.2	0.4	0.4
f5eb4b4ebcf1846bbc78c3967891c9f8	0.8	0.2	0.8	0.2	0.0	0.0	0.0
84c4871faf77dd0ffea798f0af8cb4f0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
92429a253f1234a660f8a6a73bf92e16	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ff9dc79d8127944b31d3a31f20620882	1.0	0.0	1.0	0.0	0.0	0.0	0.0
54489d82b850ae0ecf14ea9104dc67d2	0.8	0.2	0.8	0.2	0.0	0.0	0.0
c5861e07d09532862e74774dbaf248ac	1.0	0.0	1.0	0.0	0.0	0.0	0.0
09ca5943682347be7d015883b4673a20	0.8	0.2	0.8	0.0	0.2	0.0	0.0
10ecc8b17a6734f762dcd199085318f1	0.0	1.0	0.0	0.0	0.0	0.2	0.8
ab9bfac932a72af3e729e3b1a3e040bb	0.6	0.4	0.6	0.0	0.2	0.0	0.2
d75f8431e7d78b7dda183443b0b15ec4	0.0	1.0	0.0	0.0	0.0	0.0	1.0
b4d19a61ef9ce2175db9e4a985c290af	0.0	1.0	0.0	0.0	0.0	0.0	1.0
6befd25450ebabeeea0e69d55ca4b32a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
2c9db02b8ed454f63b86a27b2b535f9d	0.6	0.4	0.6	0.2	0.0	0.0	0.2
e10b4e18cc20369434d555581b4ece88	0.2	0.8	0.2	0.4	0.4	0.0	0.0
9c0f4527faf6ba63a92547bb3d65cd6a	0.8	0.2	0.8	0.0	0.0	0.2	0.0
8f4aca6831d7955bc8505245d5de0278	0.0	1.0	0.0	0.2	0.6	0.0	0.2
83be3fa5e27674477d6a340815015ae0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9d35d0a14f2a147b72c004a87691b9d9	0.0	1.0	0.0	0.0	0.2	0.4	0.4
9ee30f1c0f81f77a69284114ed54d7f9	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7c09f837581e360d3ede7a913f278f2a	1.0	0.0	1.0	0.0	0.0	0.0	0.0
b50b65617282dee29d71a1d39429fbc0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
cb4620fcd6a6b582f039e8041f019d8f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
8819cc71e7224d5bf2c08241b792825c	0.6	0.4	0.6	0.4	0.0	0.0	0.0
389d00c4a5a90e75307ca1e790e34ebb	1.0	0.0	1.0	0.0	0.0	0.0	0.0
20fa4e077d538ee718f6f5b8daa90fdf	1.0	0.0	1.0	0.0	0.0	0.0	0.0
d566fdd378d8945c454a908b0d242102	0.0	1.0	0.0	0.0	0.2	0.2	0.6
fc1706ee219b77c2be0218683777d5bf	0.0	1.0	0.0	0.0	0.0	0.0	1.0
935814115b4e426238c198bb802641fc	0.2	0.8	0.2	0.6	0.2	0.0	0.0
6a611c5d2dd4a4d486c3baa8aa14f18b	0.4	0.6	0.4	0.2	0.4	0.0	0.0
2fae623ebbf90d5c616b465c688f6e53	1.0	0.0	1.0	0.0	0.0	0.0	0.0
204f72c25a0f90fb1ee415382cfebe27	1.0	0.0	1.0	0.0	0.0	0.0	0.0
af5c9876b0970957373c5a3dcbb07f2d	1.0	0.0	1.0	0.0	0.0	0.0	0.0
2aad1394ae2e433157e43fcb24e4ec41	1.0	0.0	1.0	0.0	0.0	0.0	0.0
b2cdf8f2bf2a92945c6029405a617866	0.0	1.0	0.0	0.0	0.0	0.4	0.6
590a347232c3c523e22b046476859c7c	1.0	0.0	1.0	0.0	0.0	0.0	0.0
88be39ce246ab128331b29165220cd59	1.0	0.0	1.0	0.0	0.0	0.0	0.0
97cea203d26dffaabc7f498ed7e53ebf	0.0	1.0	0.0	0.0	0.4	0.4	0.2
c8a4b542ed12895f82e4ea2fd90e92cd	0.2	0.8	0.2	0.0	0.2	0.6	0.0
5fe1a470e5d433f6639a66508811a1ad	1.0	0.0	1.0	0.0	0.0	0.0	0.0
db16480544c06a3056280709e82233ca	1.0	0.0	1.0	0.0	0.0	0.0	0.0
7e8bc5c13d443c58a2fe449243772120	1.0	0.0	1.0	0.0	0.0	0.0	0.0
ad9a9c9648e3fc88f81de21942a7897f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
268ca48f4178ba2d7b9ab994f4dbf36f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
9b7e35633a99884020c1760d8db01a9f	0.0	1.0	0.0	0.0	0.6	0.2	0.2
cc697f7146bc5111a6f062af3691dfa2	0.8	0.2	0.8	0.0	0.0	0.0	0.2
79d1ff68c906272cda730ac0d477571c	0.0	1.0	0.0	0.2	0.8	0.0	0.0
9665acde6696e04241856ac29fef352c	1.0	0.0	1.0	0.0	0.0	0.0	0.0
6cd77deca93305f1a59ae835e3d4e120	0.0	1.0	0.0	0.0	0.0	0.0	1.0
9e6f3e2bf7bd2d7eb3689c6b758bdce2	1.0	0.0	1.0	0.0	0.0	0.0	0.0
fc26d5418b354f43659bdfe6e3750c1b	1.0	0.0	1.0	0.0	0.0	0.0	0.0
b8ffa05fe20ae3a89d696d43c6e0fe27	0.0	1.0	0.0	0.0	0.6	0.2	0.2
d17f60eed720fea9bced976d343243ca	0.2	0.8	0.2	0.0	0.4	0.4	0.0
955a0c085e1da895dcf6b08a850e299f	1.0	0.0	1.0	0.0	0.0	0.0	0.0
bd412039024aa2fc0803a3925967d464	0.4	0.6	0.4	0.0	0.0	0.4	0.2
3ef9e00970bedbec3a539d076727bac8	0.0	1.0	0.0	0.0	0.0	0.6	0.4
